session_id,user_id,track_id,session_intent,intent_encoded,mood_pre,mood_post,delta_mood,efficacy_rating,efficacy_label,tempo_bpm,energy,valence,acousticness,instrumentalness,speechiness,loudness_db,user_mean_mood,mood_pre_centered
sess_06863,user_0238,track_4091,deep_focus,3,10.2,11.8,1.61,5,0,106.8,0.753,0.228,0.406,0.311,0.026,-11.4,12.52142857142857,-2.321428571428571
sess_06864,user_0268,track_2046,mood_uplift,4,64.0,66.7,2.69,6,0,124.8,0.311,0.613,0.068,0.303,0.038,-13.9,56.95454545454545,7.045454545454547
sess_06865,user_0146,track_3455,sleep_induction,0,50.5,51.4,0.92,4,0,79.6,0.6,0.713,0.273,0.484,0.147,-7.3,21.730434782608697,28.769565217391303
sess_06866,user_0008,track_1415,anxiety_relief,1,35.9,34.4,-1.49,4,0,79.4,0.363,0.264,0.119,0.209,0.523,-18.3,34.87692307692308,1.0230769230769212
sess_06867,user_0077,track_1975,grief_processing,2,5.0,10.2,5.18,5,1,128.1,0.508,0.313,0.395,0.428,0.06,-7.6,9.833333333333334,-4.833333333333334
sess_06868,user_0075,track_1397,deep_focus,3,36.0,42.4,6.35,5,1,99.5,0.717,0.062,0.502,0.539,0.292,-14.1,41.175,-5.174999999999997
sess_06869,user_0247,track_4500,mood_uplift,4,17.5,19.5,2.01,6,0,60.4,0.436,0.555,0.201,0.457,0.11,-13.2,38.1,-20.6
sess_06870,user_0250,track_3995,sleep_induction,0,37.2,34.9,-2.32,4,0,84.6,0.951,0.847,0.148,0.38,0.3,-18.4,41.24666666666667,-4.046666666666667
sess_06871,user_0403,track_0583,anxiety_relief,1,34.8,34.9,0.06,5,0,72.8,0.158,0.575,0.444,0.275,0.273,-21.1,20.785714285714285,14.014285714285712
sess_06872,user_0419,track_3321,grief_processing,2,71.1,73.9,2.72,6,0,95.6,0.429,0.471,0.503,0.07,0.244,-12.3,63.94615384615384,7.153846153846153
sess_06873,user_0385,track_1948,deep_focus,3,31.0,32.7,1.7,6,0,78.9,0.637,0.601,0.703,0.17,0.192,-5.9,34.08,-3.0799999999999983
sess_06874,user_0397,track_4392,mood_uplift,4,30.9,27.6,-3.33,6,0,72.7,0.683,0.377,0.327,0.049,0.127,-17.2,26.74736842105263,4.152631578947368
sess_06875,user_0186,track_4080,sleep_induction,0,22.9,15.6,-7.31,3,-1,138.2,0.797,0.404,0.572,0.318,0.525,-9.6,14.305263157894737,8.594736842105261
sess_06876,user_0299,track_0808,anxiety_relief,1,46.5,53.7,7.21,6,1,95.4,0.182,0.342,0.29,0.363,0.023,-16.6,58.66842105263158,-12.16842105263158
sess_06877,user_0166,track_1719,grief_processing,2,11.9,17.7,5.82,7,1,64.8,0.559,0.434,0.389,0.11,0.12,-21.5,30.021052631578947,-18.121052631578948
sess_06878,user_0367,track_4311,deep_focus,3,41.7,37.6,-4.11,4,0,106.1,0.677,0.76,0.227,0.031,0.103,-5.0,29.81875,11.881250000000001
sess_06879,user_0360,track_3772,mood_uplift,4,42.9,41.8,-1.15,5,0,117.6,0.199,0.369,0.225,0.338,0.352,-7.4,37.98235294117647,4.917647058823526
sess_06880,user_0006,track_3810,sleep_induction,0,31.0,30.7,-0.31,6,0,113.0,0.604,0.564,0.261,0.426,0.082,-12.7,32.11875,-1.1187499999999986
sess_06881,user_0322,track_0826,anxiety_relief,1,26.3,27.7,1.42,4,0,105.9,0.754,0.721,0.265,0.124,0.29,0.0,15.16,11.14
sess_06882,user_0156,track_0655,grief_processing,2,50.3,56.9,6.56,6,1,114.6,0.573,0.184,0.74,0.608,0.02,-21.1,59.3125,-9.012500000000003
sess_06883,user_0045,track_3963,deep_focus,3,41.4,40.9,-0.54,4,0,91.3,0.438,0.366,0.807,0.512,0.443,-8.5,45.88666666666666,-4.486666666666665
sess_06884,user_0069,track_2992,mood_uplift,4,13.8,11.2,-2.58,4,0,103.2,0.774,0.317,0.351,0.73,0.112,-13.8,19.564,-5.763999999999999
sess_06885,user_0307,track_4417,sleep_induction,0,42.3,41.5,-0.81,6,0,114.3,0.291,0.446,0.237,0.059,0.137,-7.5,51.46875,-9.168750000000003
sess_06886,user_0279,track_3404,anxiety_relief,1,15.7,22.7,7.0,6,1,59.5,0.697,0.675,0.699,0.11,0.04,-3.0,15.225,0.47499999999999964
sess_06887,user_0174,track_4222,grief_processing,2,52.7,54.2,1.51,5,0,203.1,0.886,0.571,0.467,0.081,0.502,-10.0,39.78666666666666,12.913333333333341
sess_06888,user_0133,track_4847,deep_focus,3,61.3,60.7,-0.59,7,1,123.9,0.392,0.421,0.377,0.224,0.404,-7.7,41.00833333333333,20.291666666666664
sess_06889,user_0144,track_1283,mood_uplift,4,5.0,6.3,1.25,4,0,128.9,0.419,0.164,0.215,0.057,0.459,-17.5,18.955000000000002,-13.955000000000002
sess_06890,user_0253,track_3884,sleep_induction,0,5.0,12.0,6.97,6,1,82.3,0.125,0.346,0.507,0.537,0.415,-12.3,12.913636363636364,-7.913636363636364
sess_06891,user_0152,track_1312,anxiety_relief,1,76.3,81.3,4.99,6,0,84.7,0.596,0.573,0.635,0.245,0.07,-19.2,68.065,8.235
sess_06892,user_0320,track_1090,grief_processing,2,39.2,47.3,8.08,8,1,87.1,0.913,0.132,0.194,0.525,0.157,-13.4,36.805,2.395000000000003
sess_06893,user_0393,track_4731,deep_focus,3,43.6,42.4,-1.27,3,-1,96.2,0.899,0.55,0.391,0.046,0.02,-12.7,46.89375,-3.2937499999999957
sess_06894,user_0358,track_1739,mood_uplift,4,56.5,48.2,-8.3,4,-1,108.3,0.294,0.386,0.306,0.09,0.463,-15.2,32.25,24.25
sess_06895,user_0092,track_0746,sleep_induction,0,19.6,19.4,-0.17,4,0,158.9,0.357,0.445,0.847,0.392,0.087,-11.5,14.1,5.500000000000002
sess_06896,user_0278,track_1356,anxiety_relief,1,42.2,46.5,4.27,7,1,93.7,0.574,0.835,0.715,0.031,0.271,-11.9,44.873333333333335,-2.673333333333332
sess_06897,user_0429,track_2578,grief_processing,2,55.2,49.0,-6.22,3,-1,143.0,0.603,0.916,0.387,0.564,0.033,-11.2,41.778260869565216,13.421739130434787
sess_06898,user_0013,track_0316,deep_focus,3,35.7,33.1,-2.58,6,0,107.0,0.432,0.361,0.281,0.224,0.347,-23.2,48.13181818181818,-12.43181818181818
sess_06899,user_0196,track_2383,mood_uplift,4,28.7,27.8,-0.87,5,0,89.5,0.484,0.162,0.295,0.177,0.54,-21.9,18.485714285714288,10.214285714285712
sess_06900,user_0409,track_1948,sleep_induction,0,14.1,15.1,1.01,4,0,78.9,0.637,0.601,0.703,0.17,0.192,-5.9,17.552941176470586,-3.4529411764705866
sess_06901,user_0226,track_0917,anxiety_relief,1,57.0,53.3,-3.64,3,-1,120.9,0.895,0.24,0.08,0.021,0.02,-20.7,51.62352941176471,5.376470588235293
sess_06902,user_0322,track_2589,grief_processing,2,5.0,8.6,3.55,5,0,123.7,0.504,0.737,0.251,0.469,0.02,-2.9,15.16,-10.16
sess_06903,user_0058,track_2546,deep_focus,3,95.0,93.8,-1.24,6,0,95.6,0.378,0.514,0.445,0.072,0.16,-12.0,73.08888888888889,21.91111111111111
sess_06904,user_0062,track_3371,mood_uplift,4,8.4,7.0,-1.39,6,0,58.9,0.775,0.444,0.688,0.194,0.22,-10.6,18.60909090909091,-10.209090909090909
sess_06905,user_0138,track_1486,sleep_induction,0,46.0,50.3,4.34,6,0,131.3,0.292,0.489,0.191,0.475,0.029,-24.3,60.05,-14.049999999999997
sess_06906,user_0132,track_2051,anxiety_relief,1,45.3,58.1,12.8,8,1,68.3,0.416,0.334,0.69,0.058,0.025,-21.9,39.91851851851852,5.3814814814814795
sess_06907,user_0251,track_2714,grief_processing,2,38.4,41.3,2.92,6,0,100.8,0.268,0.534,0.403,0.014,0.196,-17.1,41.14705882352941,-2.7470588235294144
sess_06908,user_0040,track_3803,deep_focus,3,55.0,59.9,4.94,6,0,114.0,0.647,0.24,0.643,0.465,0.246,-17.5,56.24583333333334,-1.2458333333333371
sess_06909,user_0160,track_4237,mood_uplift,4,19.8,20.4,0.68,5,0,111.8,0.58,0.488,0.194,0.771,0.037,-14.7,14.433333333333334,5.366666666666667
sess_06910,user_0228,track_2928,sleep_induction,0,20.5,27.4,6.87,5,1,64.5,0.33,0.589,0.859,0.099,0.36,-14.2,16.98333333333333,3.5166666666666693
sess_06911,user_0357,track_4643,anxiety_relief,1,51.3,53.4,2.17,6,0,104.4,0.16,0.669,0.725,0.142,0.057,-10.2,39.93636363636363,11.363636363636367
sess_06912,user_0113,track_2915,grief_processing,2,20.1,15.3,-4.74,4,0,163.3,0.714,0.606,0.592,0.079,0.094,-24.4,35.15,-15.049999999999997
sess_06913,user_0215,track_3466,deep_focus,3,85.4,93.7,8.25,6,1,145.9,0.73,0.553,0.464,0.402,0.02,-13.4,79.24,6.160000000000011
sess_06914,user_0419,track_4626,mood_uplift,4,51.7,56.1,4.35,8,1,88.8,0.513,0.796,0.582,0.223,0.213,-19.6,63.94615384615384,-12.246153846153838
sess_06915,user_0061,track_0121,sleep_induction,0,9.8,7.7,-2.06,4,0,110.4,0.615,0.221,0.647,0.453,0.02,-7.2,22.658823529411762,-12.858823529411762
sess_06916,user_0406,track_2336,anxiety_relief,1,37.5,44.1,6.67,5,1,188.0,0.206,0.895,0.301,0.078,0.05,-16.7,41.42631578947368,-3.9263157894736835
sess_06917,user_0214,track_3154,grief_processing,2,45.3,45.1,-0.18,6,0,86.8,0.774,0.47,0.246,0.075,0.02,-19.2,48.18181818181818,-2.8818181818181827
sess_06918,user_0040,track_1299,deep_focus,3,66.6,67.1,0.46,6,0,76.0,0.061,0.68,0.174,0.331,0.102,-12.3,56.24583333333334,10.354166666666657
sess_06919,user_0193,track_1002,mood_uplift,4,49.9,48.8,-1.07,3,-1,92.6,0.243,0.778,0.131,0.22,0.049,-13.4,34.50833333333333,15.391666666666666
sess_06920,user_0043,track_2925,sleep_induction,0,40.5,39.1,-1.43,7,1,132.0,0.072,0.88,0.182,0.112,0.025,-8.3,43.96818181818182,-3.4681818181818187
sess_06921,user_0281,track_3085,anxiety_relief,1,5.0,9.4,4.4,6,0,127.2,0.268,0.709,0.217,0.002,0.056,-2.5,14.879999999999999,-9.879999999999999
sess_06922,user_0037,track_2148,grief_processing,2,46.8,50.0,3.25,6,0,94.1,0.083,0.344,0.308,0.11,0.2,-18.4,34.214999999999996,12.585
sess_06923,user_0267,track_4944,deep_focus,3,13.3,13.4,0.08,7,1,100.2,0.781,0.156,0.353,0.078,0.247,-12.7,29.092307692307692,-15.792307692307691
sess_06924,user_0419,track_1193,mood_uplift,4,55.0,52.9,-2.11,5,0,127.5,0.211,0.302,0.217,0.522,0.025,-5.5,63.94615384615384,-8.946153846153841
sess_06925,user_0182,track_4097,sleep_induction,0,19.1,12.7,-6.46,2,-1,129.5,0.531,0.782,0.332,0.496,0.474,-18.5,20.253333333333334,-1.1533333333333324
sess_06926,user_0028,track_2378,anxiety_relief,1,13.7,18.0,4.36,6,0,106.3,0.434,0.24,0.14,0.052,0.078,-19.4,36.36666666666667,-22.666666666666668
sess_06927,user_0286,track_2480,grief_processing,2,55.4,61.4,6.05,6,1,159.5,0.352,0.802,0.966,0.27,0.056,-15.4,46.12352941176471,9.276470588235291
sess_06928,user_0192,track_1186,deep_focus,3,55.0,63.0,7.93,6,1,95.5,0.915,0.349,0.7,0.835,0.154,-10.0,68.92777777777778,-13.927777777777777
sess_06929,user_0104,track_2593,mood_uplift,4,18.5,20.6,2.13,4,0,126.4,0.899,0.882,0.363,0.133,0.047,-14.3,18.17142857142857,0.3285714285714292
sess_06930,user_0265,track_4496,sleep_induction,0,34.8,34.7,-0.08,6,0,90.6,0.578,0.154,0.542,0.359,0.283,-5.9,37.019999999999996,-2.219999999999999
sess_06931,user_0008,track_1911,anxiety_relief,1,13.7,16.8,3.1,6,0,120.3,0.399,0.447,0.347,0.198,0.02,-17.1,34.87692307692308,-21.176923076923078
sess_06932,user_0026,track_2329,grief_processing,2,31.9,36.1,4.13,7,1,135.0,0.294,0.475,0.55,0.233,0.057,-20.2,25.279999999999998,6.620000000000001
sess_06933,user_0439,track_3420,deep_focus,3,54.5,57.0,2.46,6,0,105.2,0.122,0.478,0.309,0.01,0.4,-13.4,46.10526315789474,8.39473684210526
sess_06934,user_0160,track_1003,mood_uplift,4,10.3,13.1,2.77,8,1,124.0,0.572,0.873,0.349,0.399,0.198,-21.7,14.433333333333334,-4.133333333333333
sess_06935,user_0061,track_2833,sleep_induction,0,36.4,41.8,5.41,7,1,75.1,0.334,0.763,0.328,0.24,0.086,-5.0,22.658823529411762,13.741176470588236
sess_06936,user_0111,track_0717,anxiety_relief,1,41.2,43.3,2.16,4,0,125.6,0.233,0.387,0.305,0.149,0.159,-2.3,50.23571428571428,-9.035714285714278
sess_06937,user_0050,track_3413,grief_processing,2,22.3,29.7,7.45,5,1,94.3,0.43,0.106,0.389,0.018,0.02,-15.0,19.423809523809524,2.8761904761904766
sess_06938,user_0105,track_3100,deep_focus,3,52.5,52.0,-0.51,4,0,74.5,0.569,0.471,0.31,0.003,0.236,-16.7,47.0,5.5
sess_06939,user_0058,track_2964,mood_uplift,4,65.5,66.8,1.3,5,0,105.8,0.495,0.291,0.683,0.133,0.251,-13.4,73.08888888888889,-7.588888888888889
sess_06940,user_0367,track_4368,sleep_induction,0,35.3,37.3,1.95,5,0,100.9,0.438,0.294,0.269,0.133,0.515,-14.1,29.81875,5.481249999999996
sess_06941,user_0024,track_1898,anxiety_relief,1,71.1,74.2,3.18,5,0,91.5,0.522,0.32,0.44,0.176,0.115,-17.2,41.423809523809524,29.67619047619047
sess_06942,user_0346,track_4449,grief_processing,2,36.0,43.1,7.09,8,1,105.2,0.355,0.3,0.324,0.286,0.223,-10.1,26.113333333333333,9.886666666666667
sess_06943,user_0218,track_2503,deep_focus,3,35.2,33.0,-2.16,4,0,119.5,0.199,0.796,0.518,0.097,0.222,-5.8,20.581818181818182,14.61818181818182
sess_06944,user_0210,track_3265,mood_uplift,4,27.2,27.4,0.12,5,0,116.9,0.449,0.605,0.311,0.01,0.06,-14.4,36.54375,-9.343750000000004
sess_06945,user_0369,track_4896,sleep_induction,0,41.1,43.5,2.45,5,0,123.4,0.301,0.764,0.288,0.124,0.348,-24.3,20.36111111111111,20.73888888888889
sess_06946,user_0007,track_1640,anxiety_relief,1,45.9,47.3,1.38,4,0,60.9,0.409,0.265,0.111,0.13,0.157,-20.8,33.30588235294118,12.594117647058816
sess_06947,user_0010,track_4447,grief_processing,2,53.8,55.5,1.62,4,0,105.6,0.889,0.681,0.392,0.04,0.264,-18.4,46.885714285714286,6.914285714285711
sess_06948,user_0061,track_3538,deep_focus,3,12.7,12.1,-0.57,5,0,130.9,0.03,0.339,0.172,0.083,0.05,-16.6,22.658823529411762,-9.958823529411763
sess_06949,user_0332,track_0447,mood_uplift,4,59.9,67.6,7.71,6,1,95.1,0.781,0.724,0.512,0.715,0.187,-8.8,46.34705882352941,13.55294117647059
sess_06950,user_0303,track_4878,sleep_induction,0,46.4,49.9,3.5,6,0,120.7,0.415,0.672,0.48,0.218,0.112,-16.9,43.78823529411765,2.6117647058823508
sess_06951,user_0157,track_0842,anxiety_relief,1,74.5,83.3,8.81,7,1,157.6,0.455,0.395,0.491,0.458,0.05,-9.4,83.22941176470589,-8.729411764705887
sess_06952,user_0450,track_1566,grief_processing,2,49.2,48.7,-0.51,6,0,70.1,0.559,0.932,0.31,0.153,0.49,-9.0,34.64705882352941,14.55294117647059
sess_06953,user_0028,track_2589,deep_focus,3,31.4,35.4,3.99,7,1,123.7,0.504,0.737,0.251,0.469,0.02,-2.9,36.36666666666667,-4.966666666666669
sess_06954,user_0061,track_1601,mood_uplift,4,17.8,15.1,-2.72,5,0,139.0,0.181,0.652,0.553,0.158,0.175,-6.5,22.658823529411762,-4.858823529411762
sess_06955,user_0040,track_1859,sleep_induction,0,41.2,42.9,1.68,5,0,63.1,0.731,0.333,0.521,0.154,0.149,-12.8,56.24583333333334,-15.045833333333334
sess_06956,user_0474,track_1494,anxiety_relief,1,31.2,34.1,2.83,7,1,94.4,0.195,0.588,0.469,0.031,0.045,-7.7,39.57647058823529,-8.37647058823529
sess_06957,user_0326,track_0906,grief_processing,2,22.4,26.4,4.03,6,0,98.2,0.184,0.898,0.283,0.251,0.022,-6.0,19.6,2.799999999999997
sess_06958,user_0356,track_3968,deep_focus,3,47.0,59.3,12.35,9,1,86.5,0.463,0.932,0.443,0.384,0.02,-15.6,29.228571428571428,17.771428571428572
sess_06959,user_0309,track_2272,mood_uplift,4,17.2,23.4,6.19,7,1,123.9,0.265,0.753,0.588,0.198,0.349,-11.0,29.947058823529414,-12.747058823529414
sess_06960,user_0224,track_0986,sleep_induction,0,34.9,36.7,1.78,5,0,62.9,0.904,0.735,0.471,0.16,0.394,-9.1,19.945833333333333,14.954166666666666
sess_06961,user_0089,track_2209,anxiety_relief,1,7.5,6.9,-0.53,5,0,92.0,0.169,0.589,0.549,0.668,0.059,-23.9,10.025,-2.5250000000000004
sess_06962,user_0464,track_3511,grief_processing,2,22.1,24.6,2.53,7,1,63.2,0.643,0.269,0.482,0.329,0.024,-13.2,29.186363636363637,-7.086363636363636
sess_06963,user_0289,track_0904,deep_focus,3,28.2,31.7,3.5,6,0,86.3,0.426,0.591,0.409,0.565,0.113,-21.8,32.766666666666666,-4.566666666666666
sess_06964,user_0324,track_2474,mood_uplift,4,37.4,33.4,-4.02,3,-1,77.8,0.413,0.303,0.684,0.22,0.058,-6.0,33.2375,4.162500000000001
sess_06965,user_0146,track_3014,sleep_induction,0,5.0,10.9,5.86,6,1,134.6,0.321,0.514,0.541,0.295,0.071,-14.8,21.730434782608697,-16.730434782608697
sess_06966,user_0479,track_3776,anxiety_relief,1,40.3,45.6,5.3,6,1,77.8,0.45,0.38,0.398,0.207,0.105,-7.0,14.053846153846154,26.246153846153845
sess_06967,user_0444,track_2626,grief_processing,2,44.3,51.5,7.2,6,1,145.6,0.401,0.318,0.688,0.252,0.413,-27.1,31.69545454545454,12.604545454545455
sess_06968,user_0196,track_1111,deep_focus,3,18.6,19.9,1.36,5,0,96.8,0.775,0.802,0.526,0.206,0.077,-14.0,18.485714285714288,0.11428571428571388
sess_06969,user_0065,track_0122,mood_uplift,4,21.8,24.0,2.28,6,0,111.6,0.347,0.446,0.403,0.389,0.061,-3.4,29.46666666666667,-7.666666666666668
sess_06970,user_0370,track_2597,sleep_induction,0,52.7,45.8,-6.93,4,-1,113.6,0.809,0.93,0.034,0.145,0.023,-14.0,55.20625,-2.5062499999999943
sess_06971,user_0013,track_4137,anxiety_relief,1,36.5,41.5,4.98,5,0,111.0,0.171,0.188,0.323,0.139,0.095,-15.6,48.13181818181818,-11.631818181818183
sess_06972,user_0221,track_4302,grief_processing,2,15.7,29.2,13.5,7,1,83.3,0.325,0.39,0.829,0.321,0.124,-18.0,16.353333333333335,-0.653333333333336
sess_06973,user_0385,track_3246,deep_focus,3,17.0,14.5,-2.43,5,0,79.7,0.7,0.473,0.414,0.005,0.141,-13.1,34.08,-17.08
sess_06974,user_0027,track_1981,mood_uplift,4,39.6,41.3,1.78,4,0,88.2,0.278,0.554,0.497,0.576,0.02,-24.5,44.6125,-5.012499999999996
sess_06975,user_0193,track_1146,sleep_induction,0,36.6,38.1,1.54,5,0,119.2,0.525,0.234,0.159,0.066,0.47,-26.4,34.50833333333333,2.0916666666666686
sess_06976,user_0104,track_3211,anxiety_relief,1,13.1,13.9,0.88,5,0,103.2,0.585,0.559,0.364,0.267,0.176,-8.3,18.17142857142857,-5.071428571428571
sess_06977,user_0451,track_4486,grief_processing,2,46.7,56.1,9.37,6,1,155.8,0.277,0.473,0.47,0.578,0.103,-17.1,50.49375,-3.7937499999999957
sess_06978,user_0347,track_1363,deep_focus,3,61.0,63.6,2.63,6,0,130.9,0.787,0.264,0.357,0.078,0.041,-6.3,65.16315789473684,-4.163157894736841
sess_06979,user_0412,track_4695,mood_uplift,4,32.5,36.7,4.17,4,0,115.8,0.211,0.718,0.461,0.308,0.237,-7.5,33.1764705882353,-0.676470588235297
sess_06980,user_0448,track_4072,sleep_induction,0,5.0,10.0,4.97,4,0,100.2,0.621,0.139,0.22,0.168,0.02,-9.6,12.455,-7.455
sess_06981,user_0472,track_4942,anxiety_relief,1,16.1,16.8,0.71,6,0,97.1,0.864,0.463,0.644,0.503,0.169,-26.0,16.472727272727273,-0.37272727272727124
sess_06982,user_0152,track_1646,grief_processing,2,47.2,36.5,-10.74,3,-1,101.4,0.857,0.893,0.35,0.171,0.052,-6.5,68.065,-20.864999999999995
sess_06983,user_0108,track_1259,deep_focus,3,5.0,12.8,7.77,6,1,90.5,0.147,0.525,0.648,0.193,0.139,-22.1,21.86470588235294,-16.86470588235294
sess_06984,user_0156,track_3926,mood_uplift,4,63.1,64.6,1.43,5,0,128.7,0.691,0.349,0.787,0.023,0.259,-8.4,59.3125,3.7875000000000014
sess_06985,user_0435,track_0483,sleep_induction,0,5.0,0.1,-4.93,4,0,122.4,0.639,0.887,0.394,0.122,0.278,-12.7,8.414285714285715,-3.4142857142857146
sess_06986,user_0206,track_1629,anxiety_relief,1,31.5,31.0,-0.55,3,-1,137.3,0.844,0.083,0.327,0.094,0.11,-9.4,17.752173913043478,13.747826086956522
sess_06987,user_0389,track_2018,grief_processing,2,69.8,73.2,3.46,5,0,122.5,0.611,0.373,0.324,0.143,0.135,-21.7,53.58,16.22
sess_06988,user_0208,track_2907,deep_focus,3,22.5,26.8,4.35,7,1,105.6,0.546,0.667,0.45,0.379,0.235,-11.8,32.30555555555556,-9.805555555555557
sess_06989,user_0448,track_1402,mood_uplift,4,5.0,1.9,-3.07,4,0,98.9,0.382,0.523,0.275,0.397,0.073,-23.8,12.455,-7.455
sess_06990,user_0126,track_2304,sleep_induction,0,9.8,10.0,0.25,4,0,116.1,0.474,0.221,0.408,0.526,0.074,-11.5,14.344444444444443,-4.5444444444444425
sess_06991,user_0293,track_0198,anxiety_relief,1,65.4,66.2,0.73,5,0,104.8,0.199,0.349,0.43,0.245,0.346,-14.6,63.03888888888889,2.3611111111111143
sess_06992,user_0048,track_4279,grief_processing,2,5.0,3.9,-1.08,4,0,76.2,0.528,0.678,0.344,0.245,0.396,-20.0,28.921428571428574,-23.921428571428574
sess_06993,user_0450,track_3677,deep_focus,3,15.1,21.3,6.23,5,1,123.3,0.405,0.606,0.275,0.132,0.046,-4.1,34.64705882352941,-19.54705882352941
sess_06994,user_0486,track_4668,mood_uplift,4,5.0,14.7,9.69,7,1,160.6,0.665,0.711,0.585,0.304,0.057,-13.9,21.616666666666664,-16.616666666666664
sess_06995,user_0050,track_2613,sleep_induction,0,14.6,21.3,6.71,6,1,93.2,0.564,0.345,0.356,0.021,0.343,-11.1,19.423809523809524,-4.823809523809524
sess_06996,user_0173,track_2400,anxiety_relief,1,43.6,48.6,4.99,5,0,91.6,0.132,0.603,0.159,0.637,0.308,-10.5,36.3125,7.287500000000001
sess_06997,user_0446,track_0018,grief_processing,2,17.0,11.4,-5.66,3,-1,131.4,0.592,0.82,0.121,0.062,0.106,-22.3,26.95,-9.95
sess_06998,user_0060,track_3656,deep_focus,3,5.0,3.4,-1.62,3,-1,98.0,0.355,0.358,0.448,0.209,0.328,-12.5,15.26,-10.26
sess_06999,user_0023,track_2499,mood_uplift,4,41.2,53.7,12.5,8,1,142.0,0.731,0.783,0.177,0.12,0.215,-18.2,21.095,20.105000000000004
sess_07000,user_0120,track_2628,sleep_induction,0,44.9,50.1,5.15,5,1,80.5,0.685,0.377,0.153,0.365,0.13,-9.6,37.0,7.899999999999999
sess_07001,user_0153,track_0804,anxiety_relief,1,6.1,6.0,-0.13,4,0,143.6,0.732,0.497,0.653,0.021,0.407,-18.0,21.58421052631579,-15.48421052631579
sess_07002,user_0397,track_2109,grief_processing,2,29.2,29.4,0.25,6,0,111.3,0.661,0.512,0.188,0.3,0.083,-25.9,26.74736842105263,2.4526315789473685
sess_07003,user_0073,track_3200,deep_focus,3,95.0,95.5,0.54,5,0,87.8,0.856,0.162,0.572,0.06,0.64,-16.2,66.55909090909091,28.440909090909088
sess_07004,user_0344,track_2621,mood_uplift,4,70.7,71.2,0.51,6,0,84.5,0.517,0.551,0.571,0.228,0.02,-28.7,45.46111111111111,25.238888888888894
sess_07005,user_0255,track_0064,sleep_induction,0,17.2,15.5,-1.7,4,0,126.3,0.549,0.169,0.363,0.335,0.072,-12.7,25.172727272727272,-7.972727272727273
sess_07006,user_0447,track_0928,anxiety_relief,1,41.9,48.4,6.48,7,1,98.0,0.775,0.346,0.671,0.03,0.062,-3.9,38.526315789473685,3.3736842105263136
sess_07007,user_0432,track_3823,grief_processing,2,50.3,57.2,6.95,8,1,98.7,0.292,0.139,0.322,0.015,0.047,-16.9,72.4,-22.10000000000001
sess_07008,user_0340,track_2942,deep_focus,3,21.0,28.8,7.8,8,1,105.7,0.619,0.348,0.534,0.486,0.301,-14.7,29.21578947368421,-8.215789473684211
sess_07009,user_0379,track_4646,mood_uplift,4,18.4,18.4,-0.02,4,0,103.2,0.491,0.357,0.689,0.288,0.352,-13.9,17.41764705882353,0.9823529411764689
sess_07010,user_0219,track_4371,sleep_induction,0,11.6,12.6,0.95,4,0,87.3,0.323,0.599,0.191,0.182,0.263,-12.1,33.14375,-21.543749999999996
sess_07011,user_0374,track_0299,anxiety_relief,1,62.3,65.9,3.6,6,0,114.8,0.775,0.072,0.501,0.282,0.319,-6.8,74.5375,-12.237499999999997
sess_07012,user_0014,track_3948,grief_processing,2,46.1,53.1,7.04,7,1,103.3,0.538,0.568,0.62,0.39,0.348,-10.4,44.49090909090909,1.6090909090909093
sess_07013,user_0056,track_0134,deep_focus,3,21.0,17.3,-3.73,5,0,60.9,0.426,0.221,0.467,0.298,0.403,-15.6,12.9375,8.0625
sess_07014,user_0235,track_0751,mood_uplift,4,31.9,29.2,-2.77,5,0,96.0,0.518,0.574,0.121,0.227,0.113,-13.5,31.87857142857143,0.021428571428568688
sess_07015,user_0059,track_4809,sleep_induction,0,6.6,6.8,0.14,6,0,103.0,0.672,0.567,0.256,0.114,0.048,-25.4,12.568,-5.968
sess_07016,user_0132,track_4261,anxiety_relief,1,46.7,55.7,9.06,6,1,138.6,0.311,0.689,0.105,0.733,0.192,-10.1,39.91851851851852,6.781481481481485
sess_07017,user_0455,track_1088,grief_processing,2,26.1,36.4,10.32,9,1,124.6,0.723,0.186,0.89,0.019,0.106,-7.2,17.48,8.620000000000001
sess_07018,user_0257,track_1707,deep_focus,3,29.2,28.4,-0.8,6,0,112.8,0.705,0.578,0.365,0.42,0.408,-22.9,36.09411764705882,-6.894117647058824
sess_07019,user_0279,track_1983,mood_uplift,4,5.0,7.0,1.97,6,0,97.4,0.503,0.775,0.405,0.14,0.225,-10.5,15.225,-10.225
sess_07020,user_0193,track_1450,sleep_induction,0,48.9,41.7,-7.2,3,-1,95.2,0.763,0.687,0.64,0.155,0.035,-11.5,34.50833333333333,14.391666666666666
sess_07021,user_0055,track_1127,anxiety_relief,1,65.6,72.9,7.26,6,1,102.0,0.308,0.138,0.314,0.618,0.084,-11.7,58.175000000000004,7.42499999999999
sess_07022,user_0211,track_1845,grief_processing,2,34.2,45.1,10.86,7,1,43.9,0.731,0.125,0.45,0.484,0.057,-24.7,31.446666666666665,2.7533333333333374
sess_07023,user_0090,track_2081,deep_focus,3,75.6,83.3,7.63,6,1,116.6,0.567,0.606,0.756,0.612,0.08,-15.0,67.70588235294117,7.89411764705882
sess_07024,user_0096,track_3280,mood_uplift,4,14.6,13.9,-0.67,4,0,157.3,0.763,0.689,0.193,0.273,0.176,-13.8,18.570833333333333,-3.970833333333333
